,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
5281,Low Fat,NCS53,0.07021439873955004,-0.08252575742119739,Health and Hygiene,-0.4718938168887794,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5282,Low Fat,FDY13,-0.6266782796487583,-0.9112516576558196,Canned,-0.8357506190038214,-0.10151830902054182,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5283,Regular,FDP44,-0.41134404987470197,-0.7694583290829338,Fruits and Vegetables,-0.5312808087649556,0.42244715689193213,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5284,Regular,FDH60,0.40935592092306217,-0.9449148219932673,Baking Goods,-0.1516100564549957,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5285,Low Fat,FDR02,-0.33871707108367466,-0.9710292767520146,Dairy,-0.794599445070867,0.44626376897886266,1998,OUT010,Tier 3,Small,Grocery Store,train
5286,Low Fat,FDK48,-0.614212999748725,-0.5785983882484953,Baking Goods,-0.7914187544496312,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5287,Low Fat,FDO24,0.08464573613403137,-0.8837090686524532,Baking Goods,0.794086342662967,-0.22060136945519493,1998,OUT010,Tier 3,Medium,Grocery Store,train
5288,Regular,FDE20,0.1629026343133062,-0.6409262470672242,Fruits and Vegetables,-0.9879857303937226,-0.19083060434653176,1987,OUT013,Tier 3,High,Supermarket Type1,train
5289,Regular,FDM04,-0.8142890613858158,-0.8872794042640008,Frozen Foods,-0.7318735623602576,-0.4474545995832091,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5290,Low Fat,NCH07,0.0965303669294868,-0.956543915128022,Household,-0.02299646030640412,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5291,Low Fat,DRP35,-0.18468376695257693,-0.39793940630419244,Hard Drinks,-0.4625108873093635,0.7022923489133674,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5292,Regular,FDO11,0.8592588065114195,0.024992349280832604,Breads,-0.8356597060645827,-0.5897588568026197,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5293,Low Fat,NCM30,-0.9092557504635006,-0.8975823727430378,Household,-0.607650737917207,0.7320631140220306,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5294,Low Fat,DRF27,0.026696276375391514,-0.8408650413138834,Dairy,-0.8478834602640724,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5295,Low Fat,NCR18,-0.8886138445761941,-0.8875854330307048,Household,-0.8964724517323256,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5296,Low Fat,FDS48,0.0032394107939612837,-0.5209629705192287,Baking Goods,-0.8517929198431421,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5297,Low Fat,FDO32,-0.8708310412973943,-0.9051310823217381,Fruits and Vegetables,-0.2786301424266797,-0.7850550759154509,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5298,Low Fat,NCP05,0.022183512281917173,-0.5631949403243903,Health and Hygiene,-0.8654321266254382,0.791604644239357,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5299,Regular,FDF44,-0.15358678157406835,-0.2653269407324288,Fruits and Vegetables,-0.6560265134518363,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5300,Regular,FDX56,0.5091256986465102,-0.4657757829235947,Fruits and Vegetables,-0.5660021566039262,0.4938969931527244,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5301,Low Fat,FDE46,0.013984814837452397,-0.8661634193614198,Snack Foods,-0.9253816273046684,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5302,Low Fat,FDQ09,-0.3039562238113671,-0.3344894420075487,Snack Foods,-0.665804891226963,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5303,Low Fat,NCB54,-0.18977718015062917,-0.9071712740997653,Health and Hygiene,-0.7140761276567906,-0.49925573087228337,1987,OUT013,Tier 3,High,Supermarket Type1,train
5304,Low Fat,NCV18,-0.5506336206018377,-0.5205549321636233,Household,-0.3740998733899551,-0.7356356058350698,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5305,Low Fat,NCG55,-0.2798966376681675,-0.6015505457513006,Household,-0.7806000962082409,0.39267639178326896,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5306,Low Fat,FDV14,-0.5059762714857147,-0.8435172906253188,Dairy,-0.7480768526820933,0.8213754093480206,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5307,Low Fat,FDT31,0.3471840216232369,-0.4256860144853615,Fruits and Vegetables,-0.9454261478605211,0.8094671033045548,1987,OUT013,Tier 3,High,Supermarket Type1,train
5308,Low Fat,DRD12,-0.4896009480539767,-0.9072732836886667,Soft Drinks,-0.5457406210434361,-0.713605239654659,2002,OUT045,Tier 2,High,Supermarket Type1,train
5309,Low Fat,FDZ40,-0.8095080441972442,-0.9142099357339589,Frozen Foods,-0.7735843696243646,-0.4784161952962189,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5310,Low Fat,DRI11,-0.29971171281299025,-0.9874528205651331,Hard Drinks,-0.6674364352152948,-0.5587972610896099,1998,OUT010,Tier 3,Medium,Grocery Store,train
5311,Low Fat,FDP23,0.5876729213780738,-0.7048862593083749,Breads,-0.8024462630795104,-0.7433760047633223,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5312,Regular,FDY02,0.9711593966682286,-0.7230439661328163,Dairy,-0.48244796250187605,-0.4772253646918725,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5313,Low Fat,FDM03,-0.34970865676507146,-0.8901356727532387,Meat,-0.6159177253355185,-0.03602262578148241,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5314,Low Fat,FDF35,-0.3539531677634483,-0.8901356727532387,Starchy Foods,-0.07237374361658322,0.24382256623995247,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5315,Low Fat,DRM37,0.4031232809730456,0.1724982148321943,Soft Drinks,-0.425100314408531,0.2855016373920809,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5316,Low Fat,NCV41,-0.3358800399323595,-0.7341630113230643,Health and Hygiene,-0.9169341435349987,0.1664185769574278,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5317,Low Fat,NCK53,-0.40989242711325713,-0.47312047332449236,Health and Hygiene,-0.6159177253355185,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5318,Low Fat,FDW23,-0.9513884644377891,-0.9222686932571661,Baking Goods,-0.5160099410051068,-0.8559094968740696,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5319,Regular,FDW12,-0.04876773356695119,-0.7604814852596142,Baking Goods,-0.8031632776993146,-0.5522476927657041,1987,OUT013,Tier 3,High,Supermarket Type1,train
5320,Low Fat,FDG44,-0.8086591419975688,-0.8481077221258797,Fruits and Vegetables,-0.3929064263256534,-0.8124441798154212,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5321,Regular,FDJ36,-0.3816324728860637,-0.9736815260634499,Baking Goods,-0.2324206686087904,0.1842810360226259,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5322,Low Fat,FDX55,0.5970108455745031,-0.07110068346424547,Fruits and Vegetables,-0.6820897846089905,0.25573087228341773,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5323,Low Fat,DRG13,0.12447792514719969,-0.5011731102723654,Soft Drinks,-0.7921105609710105,0.5117594522179219,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5324,Low Fat,NCD06,-0.872528845696745,-0.8979904110986432,Household,-0.41094126910214634,0.005656445370646024,1987,OUT013,Tier 3,High,Supermarket Type1,train
5325,Regular,FDW22,0.6190381598516799,-0.0539630725288176,Snack Foods,-0.8364059310456297,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5326,Low Fat,FDD33,0.7145634265767509,-0.3998775884933182,Fruits and Vegetables,-0.3544820433091017,-0.012206013694551876,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5327,Low Fat,FDG24,-0.5667627623956699,-0.8010813016423544,Baking Goods,-0.9319388485028074,-0.5927359333134861,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5328,Regular,FDE05,-0.03632452512410933,-0.5359583800877281,Frozen Foods,-0.8221803989178498,-0.2450133968442989,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5329,Low Fat,FDZ12,-0.03516322691495355,-0.3471386310313168,Baking Goods,-0.38793629321193146,-0.45043167609407564,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5330,Low Fat,FDX37,-0.40424043626781847,-0.9438947261042537,Canned,-0.37242367646323127,0.3867222387615361,1998,OUT010,Tier 3,Small,Grocery Store,train
5331,Low Fat,FDE44,-0.8609566109107702,-0.8918698357645618,Fruits and Vegetables,0.033082211865939515,0.2021434950878238,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5332,Low Fat,FDS52,-0.39548316117596727,-0.9895950219320615,Frozen Foods,-0.9629915621524477,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5333,Regular,FDO39,0.3028169970594028,-0.38569825563602966,Meat,-0.17275222529661005,-0.7106281631437926,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5334,Low Fat,FDI32,-0.2886759842172103,-0.5815566663266346,Fruits and Vegetables,-0.6159177253355185,0.565346829413516,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5335,Regular,FDV28,-0.9671831387649492,-0.9530755891053758,Frozen Foods,-0.6159177253355185,0.37481393271807106,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5336,Low Fat,NCP53,0.7487436247444808,-0.5316739773538711,Health and Hygiene,-0.818348435461588,0.21405180113128908,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5337,Low Fat,NCN43,-0.20896746327649085,-0.8163827399775578,Others,-0.9803239277591561,-0.09556415599880896,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5338,Low Fat,NCI31,-0.9564598061786498,-0.9882688972763439,Others,-0.1452480779517651,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5339,Low Fat,FDK55,-0.5091036271893188,-0.8684076303172498,Meat,-0.8630656871384975,0.6606132777612386,2002,OUT045,Tier 2,Small,Supermarket Type1,train
5340,Low Fat,FDC17,0.5280477286772747,-0.23145975721717826,Frozen Foods,-0.9262753633785256,-0.09556415599880896,2007,OUT017,Tier 2,Small,Supermarket Type1,train
5341,Regular,FDV28,-0.993499106954886,-0.849025808425992,Frozen Foods,-0.038696530730836454,0.37481393271807106,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5342,Regular,FDY26,0.5418984169671781,-0.6158318881974905,Dairy,-0.8333820121376316,0.9106877046740105,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5343,Low Fat,NCU06,0.6766752236008393,-0.5123941650515147,Household,-0.5631496453764244,0.5534385233700507,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5344,Regular,FDV16,-0.9646364321659231,-0.984290523309191,Frozen Foods,-0.12796080861102244,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5345,Low Fat,FDY31,-0.025020543433232234,-0.5316739773538711,Fruits and Vegetables,-0.753235867971507,-0.8303066388806191,2002,OUT045,Tier 2,Small,Supermarket Type1,train
5346,Low Fat,DRE37,0.35567304361999064,-0.5705396307252881,Soft Drinks,-0.4409677409920224,0.06519797558797258,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5347,Low Fat,FDH33,-0.9027769288755781,-0.8973783535652351,Snack Foods,-0.2726490992984495,-0.012206013694551876,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5348,Low Fat,FDA46,0.3830620241903173,-0.6178720799755175,Snack Foods,-0.2978275317198571,0.07710628163143785,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5349,Regular,FDP12,-0.9601236680724488,-0.9618484137508925,Baking Goods,-0.7433407411113206,-0.37540934802024406,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5350,Low Fat,FDJ09,-0.8855306317869731,-0.9010506987656839,Snack Foods,-0.6618954932211674,0.24382256623995247,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5351,Low Fat,NCS54,0.24404070655827903,-0.004896460267264979,Household,-0.9607773810577519,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5352,Regular,FDJ33,-0.23698123586577857,-0.6087932265632969,Snack Foods,-0.48081552570106945,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5353,Low Fat,FDF32,0.4172642938152382,-0.8839130878302559,Fruits and Vegetables,-0.3203611949833176,0.40458469782673445,1998,OUT010,Tier 3,Medium,Grocery Store,train
5354,Low Fat,FDN24,-0.8038560533518054,-0.9632765479955114,Baking Goods,0.19908995316582812,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5355,Low Fat,FDX21,-0.33360158642843074,-0.8378047536468427,Snack Foods,-0.4989458994123601,-0.7028877642155402,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5356,Regular,FDC57,0.37939816229651835,-0.827603794756707,Fruits and Vegetables,-0.6861339295678711,0.8511461744566837,1987,OUT013,Tier 3,High,Supermarket Type1,train
5357,Low Fat,NCZ06,0.8971249380301396,-0.18892175864531247,Household,-0.4398646126848642,0.791604644239357,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5358,Regular,FDY56,0.6359720609308044,-0.34805671733142907,Fruits and Vegetables,-0.6380429304260486,0.40458469782673445,1987,OUT013,Tier 3,High,Supermarket Type1,train
5359,Low Fat,NCH07,0.0905880515317592,-0.3738651433234723,Household,-0.45054222502722696,0.023518904435844146,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5360,Regular,FDS44,0.7620136639298063,-0.3054167091706619,Fruits and Vegetables,-0.057282885323625354,-0.03602262578148241,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5361,Regular,FDY33,0.09878674897622397,-0.7369172702234008,Snack Foods,-0.42258090843669305,0.1842810360226259,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5362,Low Fat,FDZ48,-0.3194826450434297,-0.8508619810262164,Baking Goods,-0.5533537931061023,0.5713009824352486,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5363,Low Fat,FDY48,-0.3824813750857392,-0.7851678057737427,Baking Goods,-0.8755708250433899,0.12473950580529936,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5364,Low Fat,FDK16,-0.4684225359764752,-0.40701825971641326,Frozen Foods,-0.31532612669470816,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5365,Regular,FDT16,0.9561915530835523,-0.287156992757319,Frozen Foods,-0.7223805212947321,-0.364096457278952,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5366,Low Fat,FDC26,-0.32343683148951774,-0.9880648780985412,Canned,0.2805066926300639,-0.328371539148556,1998,OUT010,Tier 3,Small,Grocery Store,train
5367,Low Fat,DRJ47,0.2132340457320594,-0.6072630827297765,Hard Drinks,-0.7484370748076798,0.6308425126525754,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5368,Low Fat,FDQ04,-0.9168958702605791,-0.9987758849331836,Frozen Foods,-0.14853112798389878,-0.7802917534980648,1998,OUT010,Tier 3,Medium,Grocery Store,train
5369,Low Fat,FDN40,0.04423289801628538,-0.6987656839742935,Frozen Foods,-0.6159177253355185,-0.8422149449240844,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5370,Low Fat,FDS39,-0.0442108265590937,-0.5903294909721513,Meat,-0.8838285646115304,-0.7213456385829116,1987,OUT013,Tier 3,High,Supermarket Type1,train
5371,Low Fat,FDC11,-0.4963700941941881,-0.7863919208405589,Starchy Foods,-0.14538914232277478,0.8987793986305448,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5372,Low Fat,FDQ39,0.3548020699631238,-0.9758237274303784,Meat,-0.1867819297833776,0.22000595415302193,1998,OUT010,Tier 3,Medium,Grocery Store,train
5373,Low Fat,FDB33,0.08095980278304116,-0.4199734775068855,Fruits and Vegetables,-0.9320961374315478,0.5713009824352486,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5374,Regular,FDU27,-0.851038037609763,-0.9977557890441701,Meat,0.7452479178612523,0.6725215838047038,1998,OUT010,Tier 3,Medium,Grocery Store,train
5375,Low Fat,FDM44,-0.3742826776412743,-0.7837396715291236,Fruits and Vegetables,-0.8304398563803381,-0.05388508484668053,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5376,Regular,FDT32,0.3177627691868876,-0.19677649699071698,Fruits and Vegetables,-0.6179573835976495,0.7201548079785649,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5377,Regular,DRC13,-0.20387405007843862,-0.8541262878710598,Soft Drinks,-0.8214434961305046,-0.5587972610896099,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5378,Low Fat,NCO07,0.5489578876596783,-0.841885137202897,Others,-0.9618149030413349,-0.46353081274188734,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5379,Low Fat,FDJ16,-0.7654092727285076,-0.8631031316943791,Frozen Foods,-0.3117404440202731,-0.4474545995832091,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5380,Low Fat,FDB22,0.05102411561368836,-0.5809446087932264,Snack Foods,-0.3391567940335498,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5381,Low Fat,NCS30,-0.16913527426332275,-0.5697235540140773,Household,-0.44805613635401564,-0.8344745459958319,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5382,Regular,FDQ59,-0.5475283363554252,-0.5423849841885136,Breads,-0.6159177253355185,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5383,Regular,FDI38,0.4946943612520289,-0.11680097929205335,Canned,-0.9318079498793549,0.04733551652277468,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5384,Regular,FDR52,0.3395218303689669,-0.3902886871365907,Frozen Foods,-0.5538676898092383,-0.03602262578148241,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5385,Regular,FDT15,0.276791353421755,-0.5562582882790981,Meat,-0.75813593069928,-0.09556415599880896,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5386,Regular,FDR52,0.3548020699631238,-0.9758237274303784,Frozen Foods,-0.202197790289125,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5387,Low Fat,FDS60,0.2629627365890428,-0.674589411404672,Baking Goods,-0.8214005179851686,0.9404584697826737,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5388,Low Fat,FDK52,0.6368209631304798,-0.24431296541874925,Frozen Foods,-0.6159177253355185,0.6308425126525754,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5389,Regular,FDA04,0.9431897669933242,-0.5686014485361623,Frozen Foods,-0.6102988812905759,-0.19678475736826417,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5390,Low Fat,NCQ53,0.7493242738490586,-0.06355197388554512,Health and Hygiene,-0.9053682320388835,0.5534385233700507,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5391,Regular,FDN28,-0.40144754803088656,-0.7046822401305721,Frozen Foods,-0.8350056501175664,-0.8422149449240844,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5392,Regular,FDU12,0.9742646809146414,-0.8839130878302559,Baking Goods,-0.20536212704875445,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5393,Low Fat,FDT03,0.3019680948597274,-0.9487911863715188,Meat,-0.9603200763508599,0.9880916939565347,2002,OUT045,Tier 2,Small,Supermarket Type1,train
5394,Regular,FDY57,-0.46277054513103655,-0.7260022442109557,Snack Foods,-0.2754085548367732,0.863054480500149,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5395,Regular,FDH56,-0.2991531351656038,-0.7388554524125267,Fruits and Vegetables,-0.6293941513086245,-0.37540934802024406,1987,OUT013,Tier 3,High,Supermarket Type1,train
5396,Low Fat,DRM23,0.18975510869343792,-0.6616341936141996,Hard Drinks,-0.18285221259712225,0.4343554629353976,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5397,Regular,FDZ07,-0.7323462298555508,-0.9956135876772416,Fruits and Vegetables,-0.009797847244403579,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5398,Low Fat,FDK40,0.965217081270501,-0.44098745282056495,Frozen Foods,-0.8872038452509688,-0.70467401012206,2002,OUT045,Tier 2,Small,Supermarket Type1,train
5399,Low Fat,FDU04,-0.23130717356314823,-0.5757421197592574,Frozen Foods,-0.6159177253355185,-0.5980946710330455,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5400,Low Fat,DRL37,-0.9143712351187445,-0.9056411302662449,Soft Drinks,-0.6159177253355185,0.303364096457279,2007,OUT017,Tier 2,Small,Supermarket Type1,train
